weekday,day,month,Malware sites detected,Phishing sites detected,Malware sites number,Phishing sites number,Attack sites,Compromised sites,Browser warnings,Search warnings,Webmaster response time,Reinfection rate
6,21,5,1,0,0,0,0,1,0,0,0,0
6,28,5,0,0,0,0,0,0,0,0,0,0
6,4,6,0,0,0,0,0,0,0,0,0,0
6,11,6,0,0,0,0,0,0,0,0,0,0
6,18,6,0,0,0,0,0,0,0,0,0,0
6,25,6,0,0,0,0,0,0,0,0,0,0
6,2,7,0,0,0,0,0,0,0,0,0,0
6,9,7,0,0,0,0,0,0,0,0,0,0
6,16,7,0,0,0,0,0,0,0,0,0,0
6,23,7,0,0,0,0,0,0,0,0,0,0
6,30,7,32,0,63,0,0,32,0,0,45,0
6,6,8,27,0,70,0,0,27,0,0,60,0
6,13,8,0,0,73,0,0,0,0,0,0,0
6,20,8,31,0,79,0,0,31,0,0,68,0
6,27,8,25,0,88,0,0,25,0,0,72,0
6,3,9,49,0,110,0,0,49,0,0,90,0
6,10,9,0,0,143,0,0,0,0,0,0,0
6,17,9,0,0,176,0,0,0,0,0,0,0
6,24,9,37,0,204,0,0,37,0,0,90,0
6,1,10,34,0,228,0,0,34,0,0,90,0
6,8,10,41,0,250,0,0,41,0,0,90,0
6,15,10,46,0,266,0,0,46,0,0,90,0
6,22,10,31,0,289,0,0,31,0,0,90,0
6,29,10,37,0,322,0,0,37,0,0,90,0
6,5,11,50,0,365,0,0,50,0,0,90,0
6,12,11,62,0,415,0,0,62,0,0,90,0
6,19,11,87,0,491,0,16,84,0,0,90,0
6,26,11,106,0,587,0,39,90,0,0,90,2
6,3,12,100,0,681,0,0,84,0,0,90,2
6,10,12,433,0,1004,0,0,418,0,0,90,7
6,17,12,405,0,1406,0,0,390,0,0,90,8
6,24,12,492,0,1849,0,0,480,0,0,90,10
6,31,12,644,0,2415,0,0,644,0,0,90,10
6,7,1,831,0,3123,0,42,822,0,0,90,10
6,14,1,573,0,3702,0,0,564,0,0,90,7
6,21,1,631,0,4258,0,0,622,0,0,90,7
6,28,1,573,0,4780,0,33,563,0,0,90,5
6,4,2,625,0,5287,0,0,615,0,0,90,4
6,11,2,919,0,6085,0,28,916,0,0,90,5
6,18,2,2133,0,7434,0,31,2125,0,0,90,4
6,25,2,2585,0,9774,0,0,2577,0,0,90,3
6,4,3,4613,0,13192,0,0,4605,0,0,87,4
6,11,3,5739,0,18166,0,26,5724,0,0,86,5
6,18,3,5875,0,23576,0,19,5860,0,0,86,4
6,25,3,5297,0,28679,0,0,5287,0,0,86,6
6,1,4,6716,0,34091,0,0,6707,0,0,86,7
6,8,4,6002,0,39596,0,0,5992,0,0,89,9
6,15,4,7253,0,45919,0,0,7251,0,0,89,9
6,22,4,8427,0,52842,0,134,8313,0,0,89,9
6,29,4,10068,0,61520,0,180,9907,0,0,90,9
6,6,5,10520,0,69447,0,241,10293,0,0,90,8
6,13,5,10867,0,75447,0,265,10611,0,0,90,6
6,20,5,10119,0,78836,0,355,9775,0,0,90,5
6,27,5,9556,0,80560,0,285,9281,0,0,90,5
6,3,6,10814,0,81321,0,292,10538,0,0,90,5
6,10,6,12107,0,84343,0,301,11826,0,0,90,6
6,17,6,15037,0,90714,0,336,14724,0,0,90,7
6,24,6,16890,0,99134,0,287,16623,0,0,90,9
6,1,7,17656,0,106838,0,284,17392,0,0,90,10
6,8,7,15912,0,114710,0,278,15662,0,0,90,11
6,15,7,14792,0,120621,0,260,14562,0,0,90,11
6,22,7,12786,0,125830,0,230,12588,0,0,90,11
6,29,7,10631,0,130177,0,218,10445,0,0,90,10
6,5,8,11265,0,136357,0,226,11071,0,0,90,10
6,12,8,10947,0,142604,0,218,10750,0,0,90,10
6,19,8,11181,0,149304,0,212,10983,0,0,90,9
6,26,8,11184,0,155409,0,237,10959,0,0,90,9
6,2,9,13525,0,162150,0,261,13276,0,0,90,9
6,9,9,12546,0,168232,0,250,12307,0,0,90,7
6,16,9,15218,0,173194,0,228,15001,0,0,90,6
6,23,9,15404,0,177229,0,232,15183,0,0,90,6
6,30,9,14364,0,180524,0,210,14162,0,0,90,5
6,7,10,11607,0,182643,0,177,11436,0,0,90,5
6,14,10,11528,0,184520,0,189,11346,0,0,90,6
6,21,10,9560,0,186995,0,240,9335,0,0,90,7
6,28,10,7705,0,189350,0,230,7497,0,0,90,7
6,4,11,7321,0,191305,0,234,7116,0,0,90,8
6,11,11,7137,0,192815,0,241,6931,0,0,90,8
6,18,11,6190,3800,194224,206216,225,5997,0,0,90,9
6,25,11,4488,4676,194420,205274,173,4340,0,0,90,9
6,2,12,7958,11072,195545,206974,206,7774,0,0,90,9
6,9,12,8990,11667,197410,209317,192,8814,0,0,90,9
6,16,12,10462,11906,199433,210904,216,10301,0,0,90,9
6,23,12,11064,12574,201594,213107,225,10895,0,0,90,8
6,30,12,11808,12996,203765,215273,237,11627,0,0,90,7
6,6,1,10405,11386,205085,216640,206,10252,0,0,90,6
6,13,1,13221,13312,207503,218947,233,13042,0,0,90,6
6,20,1,12807,12461,211089,197036,225,12593,0,0,90,6
6,27,1,14627,11707,215983,156197,221,14418,0,0,90,7
6,3,2,21387,10825,224258,115848,226,21175,0,0,90,8
6,10,2,21733,8308,234468,75121,216,21532,0,0,90,9
6,17,2,18825,4340,242654,32326,198,18642,0,0,90,8
6,24,2,18949,10711,248350,17774,185,18780,0,0,89,8
6,2,3,18069,10744,250887,25490,193,17890,0,0,88,7
6,9,3,15234,10848,249518,33257,233,15014,0,0,85,7
6,16,3,19067,10858,247046,41246,273,18807,0,0,82,6
6,23,3,21002,10806,244892,49491,280,20735,0,0,77,6
6,30,3,23199,3315,243563,53638,275,22937,0,0,73,5
6,6,4,24028,3241,243958,54509,299,23745,0,0,68,5
6,13,4,21391,3255,245066,55351,270,21136,0,0,64,6
6,20,4,16247,4075,244379,56384,254,16010,0,0,59,8
6,27,4,15999,4095,243467,56899,262,15773,0,0,53,8
6,4,5,15318,4093,241761,57328,273,15079,0,0,47,8
6,11,5,15979,4036,238185,57690,243,15767,0,0,42,9
6,18,5,15310,3878,230367,54760,250,15091,0,0,36,9
6,25,5,18337,3099,220115,46881,265,18102,0,0,31,9
6,1,6,17564,3265,204779,38790,280,17299,0,0,26,10
6,8,6,18585,3536,183977,30282,324,18288,0,0,22,13
6,15,6,20413,3769,160161,22035,361,20085,0,0,20,18
6,22,6,27625,3901,141379,17104,373,27289,0,0,19,21
6,29,6,32133,4161,128391,17063,393,31783,0,0,19,25
6,6,7,35622,4018,121492,17503,424,35241,0,0,20,28
6,13,7,38524,3735,120707,18064,399,38160,0,0,21,28
6,20,7,40078,4602,125023,18467,390,39722,0,0,20,27
6,27,7,37856,4467,129565,18832,395,37494,0,0,20,27
6,3,8,34036,4162,131407,18541,342,33724,0,0,21,24
6,10,8,32198,4162,131719,18059,295,31934,0,0,21,23
6,17,8,34084,4213,134612,17752,286,33826,0,0,19,22
6,24,8,33150,3310,139176,17293,266,32911,0,0,20,23
6,31,8,28968,3531,137277,16839,249,28746,0,0,20,23
6,7,9,28287,3697,133638,16766,256,28054,0,0,22,25
6,14,9,27971,3835,131088,16828,256,27735,0,0,25,24
6,21,9,23257,3903,127548,17054,270,23008,0,0,29,24
6,28,9,22458,3745,123629,17369,252,22223,0,0,31,23
6,5,10,23303,3725,126669,17652,242,23081,0,0,32,23
6,12,10,20494,3780,130121,17891,240,20273,0,0,30,23
6,19,10,21056,3946,133666,18205,230,20845,0,0,27,24
6,26,10,21979,4224,138843,18641,211,21786,0,0,26,25
6,2,11,22298,6689,143234,19546,219,22096,0,0,22,27
6,9,11,26784,6766,146827,19829,230,26573,0,0,20,26
6,16,11,29663,6703,151715,20045,238,29447,0,0,17,27
6,23,11,30700,6533,155082,20135,255,30468,0,0,17,26
6,30,11,29023,6466,154034,20170,285,28763,0,0,16,24
6,7,12,28161,4350,151716,19775,331,27856,0,0,18,22
6,14,12,24377,4305,148839,19968,346,24056,0,0,19,23
6,21,12,24315,4664,146053,20198,355,23986,0,0,21,24
6,28,12,23161,4564,145125,20318,331,22855,0,0,21,26
6,4,1,26891,4903,145641,20487,326,26590,0,0,23,28
6,11,1,30167,4851,149139,20703,294,29899,0,0,23,28
6,18,1,33930,4878,154303,20871,292,33664,0,0,24,28
6,25,1,36583,4848,160915,21330,290,36319,0,0,25,28
6,1,2,36640,5290,166809,22372,303,36362,0,0,25,27
6,8,2,32335,5411,171329,23377,297,32061,0,0,23,25
6,15,2,29267,5703,172541,24432,290,28998,0,0,21,24
6,22,2,26753,6509,171486,26058,313,26459,0,0,19,25
6,1,3,26970,6498,169698,27930,335,26654,0,0,17,25
6,8,3,28120,6927,166607,29795,342,27799,0,0,16,27
6,15,3,31720,7287,165059,32070,363,31380,0,0,16,26
6,22,3,34233,13608,165546,36740,395,33864,0,0,15,26
6,29,3,33153,16892,164851,39848,442,32740,0,0,15,25
6,5,4,29741,18491,161768,43304,417,29348,0,0,15,24
6,12,4,30611,17923,159279,46471,474,30162,0,0,14,23
6,19,4,32679,17548,157982,48694,508,32214,0,0,14,24
6,26,4,34445,11827,157168,47899,511,33987,0,0,13,26
6,3,5,35720,8824,158013,47735,463,35326,0,0,13,28
6,10,5,40271,8241,159616,46844,490,39864,0,0,12,30
6,17,5,55139,9460,167366,46166,490,54742,0,0,13,31
6,24,5,57299,10628,177435,47137,440,56932,0,0,13,31
6,31,5,61376,11631,187020,49339,437,61011,0,0,14,31
6,7,6,70676,12273,198790,52638,476,70265,0,0,16,31
6,14,6,76845,12173,213813,55785,450,76451,0,0,17,31
6,21,6,70557,12934,227503,59481,428,70183,0,0,18,30
6,28,6,63774,11686,234303,61114,393,63435,0,0,19,30
6,5,7,64981,11010,241228,61249,424,64605,0,0,20,30
6,12,7,59036,11524,246362,61065,444,58633,0,0,21,31
6,19,7,55616,11729,250013,61002,513,55147,0,0,22,30
6,26,7,58650,10504,254278,59382,531,58163,0,0,22,32
6,2,8,69663,10904,266576,58593,610,69100,0,0,23,32
6,9,8,68370,11867,279481,59574,637,67786,0,0,23,31
6,16,8,74659,10719,295330,58487,618,74097,0,0,24,30
6,23,8,70778,10781,310541,57323,669,70167,0,0,24,28
6,30,8,62228,11624,320428,57474,745,61538,0,0,24,27
6,6,9,54080,12041,324192,58250,758,53378,0,0,23,26
6,13,9,46355,11564,320973,57410,722,45683,0,0,21,27
6,20,9,44421,11407,310784,58183,757,43713,0,0,19,28
6,27,9,47706,11534,299363,58748,724,47027,0,0,17,32
6,4,10,45258,11068,285284,59102,683,44619,0,0,16,35
6,11,10,53292,10892,272941,58441,703,52632,0,0,14,40
6,18,10,57970,10380,264624,57407,790,57236,0,0,14,40
6,25,10,54864,10441,259633,56347,823,54105,0,0,15,39
6,1,11,53361,10966,257955,55610,819,52607,0,0,16,37
6,8,11,59347,10373,261168,53890,978,58465,0,0,18,35
6,15,11,57076,11034,267971,53401,1081,56108,0,0,20,30
6,22,11,53084,11356,275342,54427,1173,52035,0,0,21,28
6,29,11,48515,11517,281171,55347,1279,47376,0,0,22,28
6,6,12,43867,10088,280703,55107,1339,42681,0,0,21,27
6,13,12,38306,10671,276558,55245,1306,37145,0,0,21,25
6,20,12,29582,10797,267024,54477,1319,28403,0,0,21,24
6,27,12,27491,9898,256232,52814,1218,26387,0,0,23,25
6,3,1,24961,10949,245448,50179,1111,23935,0,0,23,26
6,10,1,22993,11659,237432,47634,1142,21920,0,0,23,26
6,17,1,18098,12211,230252,44933,1095,17045,0,0,22,27
6,24,1,17205,10688,223956,41316,1059,16179,0,0,22,27
6,31,1,23772,10939,222067,37530,1166,22649,0,0,19,28
6,7,2,29323,9518,226279,34794,1247,28140,0,0,18,27
6,14,2,31272,9060,231479,32766,1272,30089,0,0,17,26
6,21,2,35012,8470,234664,31976,1412,33722,0,0,17,26
6,28,2,38565,8771,238892,31821,1537,37163,0,0,17,26
6,7,3,33949,8316,239233,32040,1699,32395,0,0,17,25
6,14,3,31452,8961,234659,32640,1862,29730,0,0,16,24
6,21,3,33708,8415,231447,33550,2074,31811,0,0,16,27
6,28,3,38262,7801,233542,33256,2185,36292,0,0,17,28
6,4,4,46553,8128,239300,33328,2333,44505,0,0,18,30
6,11,4,47732,8256,247363,33542,2330,45790,0,0,20,28
6,18,4,49627,7621,256856,33206,2261,47849,0,0,23,28
6,25,4,48770,8183,265333,32792,2139,47098,0,0,25,27
6,2,5,44549,7951,270771,32557,2023,42968,0,0,27,24
6,9,5,41034,7280,276786,31974,1912,39531,0,0,29,22
6,16,5,40849,8542,283709,32023,1944,39260,0,0,30,22
6,23,5,38497,9264,289673,33258,1916,36895,0,0,31,21
6,30,5,37173,10535,294195,35324,1852,35629,0,0,31,21
6,6,6,38348,11454,299349,37855,1797,36842,0,0,31,22
6,13,6,37016,12655,298396,40693,1783,35492,0,0,30,21
6,20,6,36073,12765,294196,43479,1588,34705,0,0,29,23
6,27,6,42648,12636,292179,45220,1544,41280,0,0,29,24
6,4,7,42947,11395,290813,45443,1521,41593,0,0,28,25
6,11,7,40648,11626,287271,45135,1504,39317,0,0,28,25
6,18,7,34953,10985,283360,44877,1410,33732,0,0,27,26
6,25,7,35057,10284,278937,43122,1407,33845,0,0,27,26
6,1,8,32128,10598,272693,42023,1401,30935,0,0,26,25
6,8,8,36736,13692,268337,43523,1432,35520,0,0,25,26
6,15,8,40211,15362,267998,47104,1433,38988,0,0,25,28
6,22,8,43973,16745,269553,50394,1423,42766,0,0,25,28
6,29,8,46222,18620,273783,55901,1504,44984,0,0,25,30
6,5,9,42585,20283,277682,62239,1658,41226,0,0,25,30
6,12,9,39201,19176,279234,68099,1946,37603,0,0,25,30
6,19,9,41682,19363,281926,73057,2278,39824,0,0,26,28
6,26,9,37513,19615,283381,78546,2178,35738,0,0,26,27
6,3,10,36000,19299,283517,82784,2235,34129,0,0,26,27
6,10,10,37473,20871,284774,86452,2221,35599,0,0,26,26
6,17,10,38167,20646,286776,89075,2079,36401,0,0,27,23
6,24,10,32176,20700,286191,90639,1952,30490,0,0,27,24
6,31,10,33615,24330,287809,92749,2580,31343,9948431,0,27,23
6,7,11,31072,24247,290288,95817,2820,28590,23188859,0,28,21
6,14,11,28068,24069,291796,96705,3007,25435,25364067,0,28,20
6,21,11,23522,31064,292886,100393,2844,21058,27597524,0,29,20
6,28,11,21129,29446,293141,104949,2742,18754,28363645,0,29,19
6,5,12,18869,25646,292138,108723,2304,16933,32413804,0,29,25
6,12,12,17819,25775,290641,111293,1948,16224,30819672,0,29,25
6,19,12,19018,23831,290572,115581,1773,17590,29885058,0,28,26
6,26,12,19173,15405,291504,115613,1814,17717,27477333,0,28,25
6,2,1,18619,15166,293020,113625,1729,17248,26578727,0,27,26
6,9,1,17864,15269,294410,112386,1684,16505,25656635,0,27,21
6,16,1,17606,15389,295063,111554,1728,16181,25022617,0,27,20
6,23,1,16071,15249,294254,111316,1691,14649,25372987,0,26,19
6,30,1,17324,18017,293268,111972,1785,15813,25993829,0,25,20
6,6,2,18209,19206,292047,113963,1880,16642,25785849,0,24,19
6,13,2,19890,20290,291730,115644,2074,18192,25412946,0,24,19
6,20,2,20186,20346,292188,116893,2138,18460,25134954,0,23,20
6,27,2,20276,20389,292996,116772,2199,18511,24527885,0,23,20
6,6,3,19110,20087,293671,113051,2221,17333,23233026,0,24,20
6,13,3,19109,19344,294668,108967,2241,17304,22024326,0,24,21
6,20,3,18609,18783,295637,104705,2284,16757,21085138,0,24,21
6,27,3,20447,18859,297361,101072,2391,18556,20159284,0,25,21
6,3,4,20607,18724,299725,98565,2486,18731,19557150,0,25,20
6,10,4,20497,21641,301872,101361,2417,18758,19612082,0,25,20
6,17,4,20488,21711,303728,102890,2346,18851,19018388,0,25,19
6,24,4,21081,20551,305371,103482,2289,19525,19086814,0,24,18
6,1,5,23437,20210,307492,103270,2167,21895,19905512,0,24,18
6,8,5,28936,19680,311925,102047,2063,27365,21059918,0,23,17
6,15,5,30129,15393,316560,98783,2060,28465,21296213,0,23,17
6,22,5,30120,16114,321270,97199,2114,28336,21964555,0,23,17
6,29,5,29736,17159,325662,96038,2029,27947,22566173,0,23,16
6,5,6,26266,17190,329247,94144,2014,24498,21715470,0,24,16
6,12,6,19881,18287,329676,92413,2005,18264,20780056,0,25,17
6,19,6,19783,18630,330808,91684,2026,18147,20763319,0,25,18
6,26,6,18844,19375,331849,91859,1939,17298,20330582,0,26,17
6,3,7,17245,20242,332426,92803,1777,15871,19013422,0,26,18
6,10,7,15043,19952,331893,94963,1666,13783,16060090,0,27,18
6,17,7,13651,19039,330710,97798,1434,12469,14065012,0,27,17
6,24,7,11196,18124,328260,99945,1231,10179,12778391,0,26,16
6,31,7,10281,16729,325444,100135,1075,9375,11522740,0,25,16
6,7,8,9672,15291,322688,98991,1095,8706,11092209,0,24,16
6,14,8,10296,13875,319966,96395,1021,9368,13380658,0,23,19
6,21,8,11324,13241,317899,92051,1035,10350,15026595,0,21,20
6,28,8,11037,12475,315955,86802,1063,10012,15196326,0,20,21
6,4,9,10922,11679,314232,81476,1130,9832,16020846,0,19,22
6,11,9,11439,10768,312892,76584,1059,10427,17165964,0,19,22
6,18,9,11542,11328,312573,72956,1070,10514,17483279,0,18,21
6,25,9,10156,11525,312476,70119,1016,9178,16489269,0,19,21
6,2,10,11610,11826,313045,67925,995,10652,15575047,0,19,22
6,9,10,12854,12233,314251,67119,985,11902,15019550,0,19,22
6,16,10,15917,12345,316812,67065,1084,14863,14740785,0,19,22
6,23,10,17994,12121,320242,67466,1196,16830,14745639,0,20,22
6,30,10,21130,11452,324258,68127,1318,19846,14530786,0,21,22
6,6,11,23004,11338,329176,69099,1426,21616,15987935,0,21,21
6,13,11,22031,11145,332938,69500,1515,20557,16924649,0,21,21
6,20,11,18800,10933,334465,69441,1488,17348,16347945,0,21,20
6,27,11,17018,10707,334028,68936,1468,15575,15588494,0,21,19
6,4,12,15802,10768,332358,68432,1419,14408,16361247,0,19,18
6,11,12,15653,11963,330023,67650,1543,14132,18555711,0,21,19
6,18,12,16240,13209,328756,67905,1544,14715,19879010,0,25,19
6,25,12,17031,14118,328958,69254,1553,15495,22043899,0,29,19
6,1,1,16767,15264,330310,71796,1522,15260,23893972,0,32,20
6,8,1,15682,16704,332217,75712,1524,14168,24068695,0,35,20
6,15,1,14256,16510,333843,80716,1386,12878,23441609,0,37,19
6,22,1,14543,15940,335463,85736,1412,13146,22998795,0,37,17
6,29,1,14234,16308,336911,90637,1400,12854,23028761,0,36,15
6,5,2,15433,16384,338625,95550,1474,13979,23545895,0,34,14
6,12,2,17223,16131,334714,99589,1562,15683,24343824,0,34,14
6,19,2,17276,16270,319063,102678,1657,15642,24167516,0,34,13
6,26,2,18204,16893,293316,105256,1705,16518,25160810,0,34,13
6,4,3,20081,17222,266741,107205,1792,18303,25291750,0,35,13
6,11,3,19552,17563,239402,108443,1833,17734,26805220,0,38,13
6,18,3,21269,18032,218462,110024,1937,19348,28578908,0,41,14
6,25,3,22607,19712,210143,112746,1967,20656,29692804,0,42,15
6,1,4,22208,20559,211597,116188,2033,20188,30726899,0,43,15
6,8,4,21842,21689,213844,119623,2282,19577,32452311,100404844,43,15
6,15,4,23214,22229,216727,122681,2359,20873,32594277,98263981,39,16
6,22,4,25202,22458,221034,125028,2296,22931,32390149,98733888,40,16
6,29,4,25464,21287,225139,125731,2351,23141,34866909,101347234,38,16
6,6,5,26415,20649,229333,125119,2488,23959,36553936,107485610,39,17
6,13,5,25296,19852,233104,124009,2188,23141,39703992,108912911,33,18
6,20,5,23990,20145,236212,122681,2040,21983,45519654,109110328,30,17
6,27,5,21620,19982,237041,120366,2177,19468,52320654,110364161,26,18
6,3,6,22825,19872,238232,117847,2163,20682,47437636,111936292,26,18
6,10,6,24055,19541,239357,115308,1983,22090,46714649,108637574,25,19
6,17,6,27697,19131,240488,112761,2021,25695,55414799,110612763,27,20
6,24,6,33962,18428,243855,111077,2133,31850,62652755,118445633,32,21
6,1,7,42955,18714,251204,110022,2039,40958,58264078,132659445,30,21
6,8,7,54698,18889,263352,109402,2435,52329,61280711,175746935,27,20
6,15,7,61997,19147,280316,108557,2718,59348,64165701,208979347,25,18
6,22,7,63316,19523,299592,108132,2893,60490,51495761,224010694,32,17
6,29,7,61571,20391,318283,107671,3050,58585,31699808,231880124,30,17
6,5,8,53792,20360,334270,108052,3162,50676,31014683,229489864,32,17
6,12,8,40813,20641,344288,109329,2980,37858,32480461,192713413,35,17
6,19,8,32985,21200,346869,111741,2922,30085,29498984,157501688,38,19
6,26,8,31863,20915,345048,114940,3166,28717,29807075,146174559,30,20
6,2,9,32626,20232,339231,117973,3175,29473,34977941,133552616,34,20
6,9,9,31470,23946,330729,121715,3048,28443,32804021,120616300,34,19
6,16,9,33435,22619,320819,124340,2859,30594,29238943,111244825,38,18
6,23,9,33164,20073,312788,125233,2876,30306,26528286,110157394,39,17
6,30,9,33280,18100,306823,123728,2932,30367,23306774,100448047,45,16
6,7,10,32005,16207,305251,120911,3264,28758,21179839,99457636,43,17
6,14,10,32744,15340,306247,117122,3975,28787,18326720,97290109,47,17
6,21,10,33186,15764,309454,114336,4723,28481,16606035,94342432,40,17
6,28,10,35917,20022,315370,111464,5454,30488,15628704,99494720,42,17
6,4,11,36251,22292,323018,109435,5867,30412,15935872,104840037,40,17
6,11,11,38246,23698,330306,108317,6192,32083,16293962,105448276,39,16
6,18,11,37420,20265,336188,107385,6070,31382,16492899,106805133,42,15
6,25,11,35108,21204,340521,106681,5910,29232,16831222,108646102,49,16
6,2,12,33252,18887,343200,107491,5594,27685,14759209,105247356,45,16
6,9,12,33777,18414,345486,109067,5408,28396,12229652,103392107,43,17
6,16,12,32372,18008,348680,108687,5275,27124,12249248,101180888,44,17
6,23,12,32634,17115,352956,106458,5093,27566,12702262,113019560,38,16
6,30,12,33786,15706,358513,103065,4600,29212,12567053,127805273,31,16
6,6,1,33043,15202,363003,99552,4317,28759,13942648,128643840,27,15
6,13,1,29688,15593,365072,96063,3898,25821,16344098,134197305,25,14
6,20,1,26529,16638,363461,94766,3322,23253,15296329,145995692,26,14
6,27,1,26983,17548,361103,94369,3235,23861,13871761,138283417,33,14
6,3,2,26039,19148,357529,94715,3338,22853,15144548,131554745,34,14
6,10,2,29657,19152,354955,94806,3376,26435,14109337,127364749,35,14
6,17,2,32462,19258,354844,95104,3721,29133,12633490,122221260,45,15
6,24,2,35473,18648,356418,95362,4274,31818,12303459,115783878,52,15
6,3,3,36522,18051,358684,95983,4391,32916,11730098,113003284,38,16
6,10,3,38117,17112,361080,96610,4603,34420,11272421,103711358,44,16
6,17,3,37988,17332,364845,97373,4710,34307,14281418,106165147,50,16
6,24,3,34628,16497,366395,96861,4602,30950,16157168,100937799,48,15
6,31,3,33605,16356,367580,95877,4663,29864,18869983,95548728,48,14
6,7,4,33211,16470,368150,94532,4787,29303,24580226,94793638,51,13
6,14,4,31898,16806,369136,92973,4791,27995,24755860,93760831,52,13
6,21,4,27075,16702,367124,91442,4651,23266,24486425,87787224,53,13
6,28,4,29710,16191,364239,90142,4603,25992,26002078,78881934,52,14
6,5,5,28419,16810,361710,89653,4144,25127,29273112,63509124,51,14
6,12,5,30353,18131,360694,90736,3937,27273,27813983,49536617,53,15
6,19,5,31491,18050,359108,92586,3765,28534,29552799,39197400,48,15
6,26,5,35338,19473,359316,95008,3673,32544,30341948,37301479,40,15
6,2,6,40901,23248,363536,100655,3820,37993,32294443,49877030,36,15
6,9,6,42378,24891,366824,107834,3891,39247,30420347,59294162,33,14
6,16,6,41957,25949,368482,115745,3966,38638,30516237,65915862,39,13
6,23,6,38836,27247,370128,123559,3529,35861,30621249,69927371,47,13
6,30,6,36277,26970,369996,132282,3344,33407,31406847,72639280,58,12
6,7,7,28379,26605,365115,139908,2865,25827,30051350,63437964,59,12
6,14,7,25044,28737,360173,149235,2681,22675,28796973,59084738,59,12
6,21,7,20845,29636,354649,157451,2481,18633,29083874,55512754,56,12
6,28,7,19930,30684,347252,164014,2728,17471,29223977,52421375,59,11
6,4,8,17532,31411,339420,167939,2449,15295,28893959,46036223,53,10
6,11,8,17119,30518,332484,170317,2243,15061,26971471,42324989,54,9
6,18,8,17985,29998,325965,171078,2979,15171,25757494,39699126,55,9
6,25,8,24323,28644,320762,168990,3875,20682,23579804,39448664,54,9
6,1,9,26517,27593,316375,168013,4109,22670,21100406,41604452,45,9
